country,generation_tot,generation_per,operable_n,operable_mw,construction_n,construction_mw,planned_n,planned_mw,proposed_n,proposed_mw,uranium_tonnes,year,month
Switzerland,26.3,39.2,5,3237,0,0,0,0,3,4000,531,2009,8
Thailand,0,0,0,0,0,0,2,2000,4,4000,0,2009,8
Turkey,0,0,0,0,0,0,2,2400,1,1200,0,2009,8
Ukraine,84.3,47.4,15,13168,0,0,2,1900,20,27000,1977,2009,8
Uae,0,0,0,0,0,0,3,4500,11,15500,0,2009,8
United Kingdom,52.5,13.5,19,11035,0,0,4,6400,4,6000,2059,2009,8
Usa,809,19.7,104,101119,1,1180,11,13800,20,26000,18867,2009,8
Vietnam,0,0,0,0,0,0,2,2000,8,8000,0,2009,8
World,2601,15,436,372533,49,44358,136,150085,277,288805,65405,2009,8
Argentina,6.8,6.2,2,935,1,692,1,740,1,740,122,2009,6
Armenia,2.3,39.4,1,376,0,0,0,0,1,1000,51,2009,6
Bangladesh,0,0,0,0,0,0,0,0,2,2000,0,2009,6
Belarus,0,0,0,0,0,0,2,2000,2,2000,0,2009,6
Belgium,43.4,53.8,7,5728,0,0,0,0,0,0,1002,2009,6
Brazil,14,3.1,2,1901,0,0,1,1245,4,4000,308,2009,6
Bulgaria,14.7,32.9,2,1906,0,0,2,1900,0,0,260,2009,6
Canada,88.6,14.8,18,12652,2,1500,3,3300,6,6600,1670,2009,6
China,65.3,2.2,11,8587,14,14280,35,37460,80,72000,2010,2009,6
Czech Republic,25,32.5,6,3686,0,0,0,0,2,3400,610,2009,6
Egypt,0,0,0,0,0,0,1,1000,1,1000,0,2009,6
Finland,22,29.7,4,2696,1,1600,0,0,1,1000,446,2009,6
France,418.3,76.2,59,63473,1,1630,1,1630,1,1630,10569,2009,6
Germany,140.9,28.3,17,20339,0,0,0,0,0,0,3398,2009,6
Hungary,14,37.2,4,1826,0,0,0,0,2,2000,274,2009,6
India,13.2,2,17,3779,6,2976,23,21500,15,20000,961,2009,6
Indonesia,0,0,0,0,0,0,2,2000,4,4000,0,2009,6
Iran,0,0,0,0,1,915,2,1900,1,300,143,2009,6
Israel,0,0,0,0,0,0,0,0,1,1200,0,2009,6
Italy,0,0,0,0,0,0,0,0,10,17000,0,2009,6
Japan,240.5,24.9,53,46236,2,2285,13,17915,1,1300,8388,2009,6
Kazakhstan,0,0,0,0,0,0,2,600,2,600,0,2009,6
Korea Dpr (North),0,0,0,0,0,0,1,950,0,0,0,2009,6
Korea Ro (South),144.3,35.6,20,17716,5,5350,7,9450,0,0,3444,2009,6
Lithuania,9.1,72.9,1,1185,0,0,0,0,2,3400,0,2009,6
Mexico,9.4,4,2,1310,0,0,0,0,2,2000,242,2009,6
Netherlands,3.9,3.8,1,485,0,0,0,0,0,0,97,2009,6
Pakistan,1.7,1.9,2,400,1,300,2,600,2,2000,65,2009,6
Poland,0,0,0,0,0,0,0,0,5,10000,0,2009,6
Romania,7.1,17.5,2,1310,0,0,2,1310,1,655,174,2009,6
Russia,152.1,16.9,31,21743,8,5980,8,9360,28,25880,3537,2009,6
Slovakia,15.5,56.4,4,1688,2,840,0,0,1,1200,251,2009,6
Slovenia,6,41.7,1,696,0,0,0,0,1,1000,137,2009,6
South Africa,12.7,5.3,2,1842,0,0,3,3565,24,4000,303,2009,6
Spain,56.4,18.3,8,7448,0,0,0,0,0,0,1383,2009,6
Sweden,61.3,42,10,9104,0,0,0,0,0,0,1395,2009,6
Switzerland,26.3,39.2,5,3237,0,0,0,0,3,4000,531,2009,6
Thailand,0,0,0,0,0,0,2,2000,4,4000,0,2009,6
Turkey,0,0,0,0,0,0,2,2400,1,1200,0,2009,6
Ukraine,84.3,47.4,15,13168,0,0,2,1900,20,27000,1977,2009,6
Uae,0,0,0,0,0,0,3,4500,11,15500,0,2009,6
United Kingdom,52.5,13.5,19,11035,0,0,0,0,6,9600,2059,2009,6
Usa,809,19.7,104,101119,1,1180,11,13800,20,26000,18867,2009,6
Vietnam,0,0,0,0,0,0,2,2000,8,8000,0,2009,6
World,2601,15,436,372533,47,42128,133,145025,282,295205,65405,2009,6
Argentina,6.8,6.2,2,935,1,692,1,740,1,740,122,2009,5
Armenia,2.3,39.4,1,376,0,0,0,0,1,1000,51,2009,5
Bangladesh,0,0,0,0,0,0,0,0,2,2000,0,2009,5
Belarus,0,0,0,0,0,0,2,2000,2,2000,0,2009,5
Belgium,43.4,53.8,7,5728,0,0,0,0,0,0,1002,2009,5
Brazil,14,3.1,2,1901,0,0,1,1245,4,4000,308,2009,5
Bulgaria,14.7,32.9,2,1906,0,0,2,1900,0,0,260,2009,5
Canada,88.6,14.8,18,12652,2,1500,3,3300,6,6600,1670,2009,5
China,65.3,2.2,11,8587,12,12100,33,35320,80,94000,2010,2009,5
Czech Republic,25,32.5,6,3472,0,0,0,0,2,3400,610,2009,5
Egypt,0,0,0,0,0,0,1,1000,1,1000,0,2009,5
Finland,22,29.7,4,2696,1,1600,0,0,1,1000,446,2009,5
France,418.3,76.2,59,63473,1,1630,1,1630,1,1630,10569,2009,5
Germany,140.9,28.3,17,20339,0,0,0,0,0,0,3398,2009,5
Hungary,14,37.2,4,1826,0,0,0,0,2,2000,274,2009,5
India,13.2,2,17,3779,6,2976,10,9760,15,11200,961,2009,5
Indonesia,0,0,0,0,0,0,2,2000,4,4000,0,2009,5
Iran,0,0,0,0,1,915,2,1900,1,300,143,2009,5
Israel,0,0,0,0,0,0,0,0,1,1200,0,2009,5
Italy,0,0,0,0,0,0,0,0,10,17000,0,2009,5
Japan,240.5,24.9,53,46236,2,2285,13,17915,1,1300,8388,2009,5
Kazakhstan,0,0,0,0,0,0,2,600,2,600,0,2009,5
Korea Dpr (North),0,0,0,0,0,0,1,950,0,0,0,2009,5
Korea Ro (South),144.3,35.6,20,17716,5,5350,7,9450,0,0,3444,2009,5
Lithuania,9.1,72.9,1,1185,0,0,0,0,2,3400,0,2009,5
Mexico,9.4,4,2,1310,0,0,0,0,2,2000,242,2009,5
Netherlands,3.9,3.8,1,485,0,0,0,0,0,0,97,2009,5
Pakistan,1.7,1.9,2,400,1,300,2,600,2,2000,65,2009,5
Poland,0,0,0,0,0,0,0,0,5,10000,0,2009,5
Romania,7.1,17.5,2,1310,0,0,2,1310,1,655,174,2009,5
Russia,152.1,16.9,31,21743,8,5980,8,9360,28,25880,3537,2009,5
Slovakia,15.5,56.4,4,1688,2,840,0,0,1,1200,251,2009,5
Slovenia,6,41.7,1,696,0,0,0,0,1,1000,137,2009,5
South Africa,12.7,5.3,2,1842,0,0,3,3565,24,4000,303,2009,5
Spain,56.4,18.3,8,7448,0,0,0,0,0,0,1383,2009,5
Sweden,61.3,42,10,9016,0,0,0,0,0,0,1395,2009,5
Switzerland,26.3,39.2,5,3237,0,0,0,0,3,4000,531,2009,5
Thailand,0,0,0,0,0,0,2,2000,4,4000,0,2009,5
Turkey,0,0,0,0,0,0,2,2400,1,1200,0,2009,5
Ukraine,84.3,47.4,15,13168,0,0,2,1900,20,27000,1977,2009,5
Uae,0,0,0,0,0,0,3,4500,11,15500,0,2009,5
United Kingdom,52.5,13.5,19,11035,0,0,0,0,6,9600,2059,2009,5
Usa,809,19.7,104,101119,1,1180,11,13800,20,26000,18867,2009,5
Vietnam,0,0,0,0,0,0,2,2000,8,8000,0,2009,5
World,2601,15,436,372220,45,39948,112,131145,276,299405,65405,2009,5
Argentina,6.7,6.2,2,935,1,692,1,740,1,740,122,2009,4
Armenia,2.3499999999999996,43.5,1,376,0,0,0,0,1,1000,51,2009,4
Bangladesh,0,0,0,0,0,0,0,0,2,2000,0,2009,4
Belarus,0,0,0,0,0,0,2,2000,2,2000,0,2009,4
Belgium,46,54,7,5728,0,0,0,0,0,0,1002,2009,4
Brazil,11.7,2.8,2,1901,0,0,1,1245,4,4000,308,2009,4
Bulgaria,13.7,32,2,1906,0,0,2,1900,0,0,260,2009,4
Canada,88.2,14.7,18,12652,2,1500,3,3300,6,6600,1670,2009,4
China,59.3,1.9,11,8587,11,11000,26,27660,77,63400,2010,2009,4
Czech Republic,24.6,30.3,6,3472,0,0,0,0,2,3400,610,2009,4
Egypt,0,0,0,0,0,0,1,1000,1,1000,0,2009,4
Finland,22.5,29,4,2696,1,1600,0,0,1,1000,446,2009,4
France,420.1,77,59,63473,1,1630,1,1630,1,1630,10569,2009,4
Germany,133.2,26,17,20339,0,0,0,0,0,0,3398,2009,4
Hungary,13.9,37,4,1826,0,0,0,0,2,2000,274,2009,4
India,15.8,2.5,17,3779,6,2976,10,9760,15,11200,961,2009,4
Indonesia,0,0,0,0,0,0,2,2000,4,4000,0,2009,4
Iran,0,0,0,0,1,915,2,1900,1,300,143,2009,4
Israel,0,0,0,0,0,0,0,0,1,1200,0,2009,4
Italy,0,0,0,0,0,0,0,0,10,17000,0,2009,4
Japan,267,27.5,53,46236,2,2285,13,17915,1,1300,8388,2009,4
Kazakhstan,0,0,0,0,0,0,2,600,2,600,0,2009,4
Korea Dpr (North),0,0,0,0,0,0,1,950,0,0,0,2009,4
Korea Ro (South),136.6,35.3,20,17716,5,5350,3,4050,2,2700,3444,2009,4
Lithuania,9.1,64.4,1,1185,0,0,0,0,2,3400,0,2009,4
Mexico,9.950000000000001,4.6,2,1310,0,0,0,0,2,2000,242,2009,4
Netherlands,4,4.1,1,485,0,0,0,0,0,0,97,2009,4
Pakistan,2.3,2.34,2,400,1,300,2,600,2,2000,65,2009,4
Poland,0,0,0,0,0,0,0,0,5,10000,0,2009,4
Romania,7.1,13,2,1310,0,0,2,1310,1,655,174,2009,4
Russia,148,16,31,21743,8,5980,11,12870,25,22280,3537,2009,4
Slovakia,14.2,54,4,1688,2,840,0,0,1,1200,251,2009,4
Slovenia,5.4,42,1,696,0,0,0,0,1,1000,137,2009,4
South Africa,12.6,5.5,2,1842,0,0,3,3565,24,4000,303,2009,4
Spain,52.7,17.4,8,7448,0,0,0,0,0,0,1383,2009,4
Sweden,64.3,46,10,9016,0,0,0,0,0,0,1395,2009,4
Switzerland,26.5,43,5,3220,0,0,0,0,3,4000,531,2009,4
Thailand,0,0,0,0,0,0,2,2000,4,4000,0,2009,4
Turkey,0,0,0,0,0,0,2,2400,1,1200,0,2009,4
Ukraine,87.2,48,15,13168,0,0,2,1900,20,27000,1977,2009,4
Uae,0,0,0,0,0,0,3,4500,11,15500,0,2009,4
United Kingdom,57.5,15,19,11035,0,0,0,0,6,9600,2059,2009,4
Usa,806.6,19.4,104,101119,1,1180,11,13800,20,26000,18867,2009,4
Vietnam,0,0,0,0,0,0,2,2000,8,8000,0,2009,4
World,2608,15,436,372203,44,38848,110,121595,272,268905,65405,2009,4
Argentina,6.7,6.2,2,935,1,692,1,740,1,740,122,2009,2
Armenia,2.3499999999999996,43.5,1,376,0,0,0,0,1,1000,51,2009,2
Bangladesh,0,0,0,0,0,0,0,0,2,2000,0,2009,2
Belarus,0,0,0,0,0,0,2,2000,2,2000,0,2009,2
Belgium,46,54,7,5728,0,0,0,0,0,0,1002,2009,2
Brazil,11.7,2.8,2,1901,0,0,1,1245,4,4000,308,2009,2
Bulgaria,13.7,32,2,1906,0,0,2,1900,0,0,260,2009,2
Canada,88.2,14.7,18,12652,2,1500,3,3300,6,6600,1670,2009,2
China,59.3,1.9,11,8587,11,11000,26,27560,72,58400,2010,2009,2
Czech Republic,24.6,30.3,6,3472,0,0,0,0,2,3400,610,2009,2
Egypt,0,0,0,0,0,0,1,1000,1,1000,0,2009,2
Finland,22.5,29,4,2696,1,1600,0,0,1,1000,446,2009,2
France,420.1,77,59,63473,1,1630,0,0,1,1600,10569,2009,2
Germany,133.2,26,17,20339,0,0,0,0,0,0,3398,2009,2
Hungary,13.9,37,4,1826,0,0,0,0,2,2000,274,2009,2
India,15.8,2.5,17,3779,6,2976,10,9760,15,11200,961,2009,2
Indonesia,0,0,0,0,0,0,2,2000,4,4000,0,2009,2
Iran,0,0,0,0,1,915,2,1900,1,300,143,2009,2
Israel,0,0,0,0,0,0,0,0,1,1200,0,2009,2
Italy,0,0,0,0,0,0,0,0,10,17000,0,2009,2
Japan,267,27.5,53,46236,2,2285,13,17915,1,1300,8388,2009,2
Kazakhstan,0,0,0,0,0,0,2,600,2,600,0,2009,2
Korea Dpr (North),0,0,0,0,0,0,1,950,0,0,0,2009,2
Korea Ro (South),136.6,35.3,20,17716,5,5350,3,4050,2,2700,3444,2009,2
Lithuania,9.1,64.4,1,1185,0,0,0,0,2,3400,0,2009,2
Mexico,9.950000000000001,4.6,2,1310,0,0,0,0,2,2000,242,2009,2
Netherlands,4,4.1,1,485,0,0,0,0,0,0,97,2009,2
Pakistan,2.3,2.34,2,400,1,300,2,600,2,2000,65,2009,2
Poland,0,0,0,0,0,0,0,0,5,10000,0,2009,2
Romania,7.1,13,2,1310,0,0,2,1310,1,655,174,2009,2
Russia,148,16,31,21743,8,5980,11,12870,25,22280,3537,2009,2
Slovakia,14.2,54,4,1686,2,840,0,0,1,1200,251,2009,2
Slovenia,5.4,42,1,696,0,0,0,0,1,1000,137,2009,2
South Africa,12.6,5.5,2,1842,0,0,3,3565,24,4000,303,2009,2
Spain,52.7,17.4,8,7448,0,0,0,0,0,0,1383,2009,2
Sweden,64.3,46,10,9016,0,0,0,0,0,0,1395,2009,2
Switzerland,26.5,43,5,3220,0,0,0,0,3,4000,531,2009,2
Thailand,0,0,0,0,0,0,2,2000,4,4000,0,2009,2
Turkey,0,0,0,0,0,0,2,2400,1,1200,0,2009,2
Ukraine,87.2,48,15,13168,0,0,2,1900,20,27000,1977,2009,2
Uae,0,0,0,0,0,0,3,4500,11,15500,0,2009,2
United Kingdom,57.5,15,19,11035,0,0,0,0,6,9600,2059,2009,2
Usa,806.6,19.4,104,100845,0,0,12,15000,20,26000,18867,2009,2
Vietnam,0,0,0,0,0,0,2,2000,8,8000,0,2009,2
World,2608,15,436,371927,43,37668,108,121065,266,262275,65405,2009,2
Argentina,6.7,6.2,2,935,1,692,1,740,1,740,123,2009,1
Armenia,2.3499999999999996,43.5,1,376,0,0,0,0,1,1000,51,2009,1
Bangladesh,0,0,0,0,0,0,0,0,2,2000,0,2009,1
Belarus,0,0,0,0,0,0,2,2000,2,2000,0,2009,1
Belgium,46,54,7,5728,0,0,0,0,0,0,1011,2009,1
Brazil,11.7,2.8,2,1901,0,0,1,1245,4,4000,303,2009,1
Bulgaria,13.7,32,2,1906,0,0,2,1900,0,0,261,2009,1
Canada,88.2,14.7,18,12652,2,1500,3,3300,6,6600,1665,2009,1
China,59.3,1.9,11,8587,11,11000,26,27560,72,58400,1396,2009,1
Czech Republic,24.6,30.3,6,3472,0,0,0,0,2,3400,619,2009,1
Egypt,0,0,0,0,0,0,1,1000,1,1000,0,2009,1
Finland,22.5,29,4,2696,1,1600,0,0,1,1000,1051,2009,1
France,420.1,77,59,63473,1,1630,0,0,1,1600,10527,2009,1
Germany,133.2,26,17,20339,0,0,0,0,0,0,3332,2009,1
Hungary,13.9,37,4,1826,0,0,0,0,2,2000,271,2009,1
India,15.8,2.5,17,3779,6,2976,10,9760,15,11200,978,2009,1
Indonesia,0,0,0,0,0,0,2,2000,4,4000,0,2009,1
Iran,0,0,0,0,1,915,2,1900,1,300,143,2009,1
Israel,0,0,0,0,0,0,0,0,1,1200,0,2009,1
Italy,0,0,0,0,0,0,0,0,10,17000,0,2009,1
Japan,267,27.5,53,46236,2,2285,11,14945,1,1100,7569,2009,1
Kazakhstan,0,0,0,0,0,0,2,600,2,600,0,2009,1
Korea Dpr (North),0,0,0,0,0,0,1,950,0,0,0,2009,1
Korea Ro (South),136.6,35.3,20,17716,5,5350,3,4050,2,2700,3109,2009,1
Lithuania,9.1,64.4,1,1185,0,0,0,0,2,3400,225,2009,1
Mexico,9.950000000000001,4.6,2,1310,0,0,0,0,2,2000,246,2009,1
Netherlands,4,4.1,1,485,0,0,0,0,0,0,98,2009,1
Pakistan,2.3,2.34,2,400,1,300,2,600,2,2000,65,2009,1
Poland,0,0,0,0,0,0,0,0,5,10000,0,2009,1
Romania,7.1,13,2,1310,0,0,2,1310,1,655,174,2009,1
Russia,148,16,31,21743,8,5980,11,12870,25,22280,3365,2009,1
Slovakia,14.2,54,4,1686,2,840,0,0,1,1200,313,2009,1
Slovenia,5.4,42,1,696,0,0,0,0,1,1000,141,2009,1
South Africa,12.6,5.5,2,1842,0,0,3,3565,24,4000,303,2009,1
Spain,52.7,17.4,8,7448,0,0,0,0,0,0,1398,2009,1
Sweden,64.3,46,10,9016,0,0,0,0,0,0,1418,2009,1
Switzerland,26.5,43,5,3220,0,0,0,0,3,4000,537,2009,1
Thailand,0,0,0,0,0,0,2,2000,4,4000,0,2009,1
Turkey,0,0,0,0,0,0,2,2400,1,1200,0,2009,1
Ukraine,87.2,48,15,13168,0,0,2,1900,20,27000,1974,2009,1
Uae,0,0,0,0,0,0,3,4500,11,15500,0,2009,1
United Kingdom,57.5,15,19,11035,0,0,0,0,6,9600,2199,2009,1
Usa,806.6,19.4,104,100845,0,0,12,15000,20,26000,18918,2009,1
Vietnam,0,0,0,0,0,0,2,2000,8,8000,0,2009,1
World,2608,15,436,371927,43,37668,106,118095,266,262075,64615,2009,1
Argentina,6.7,6.2,2,935,1,692,1,740,1,740,123,2008,10
Armenia,2.3499999999999996,43.5,1,376,0,0,0,0,1,1000,51,2008,10
Bangladesh,0,0,0,0,0,0,0,0,2,2000,0,2008,10
Belarus,0,0,0,0,0,0,2,2000,0,0,0,2008,10
Belgium,46,54,7,5728,0,0,0,0,0,0,1011,2008,10
Brazil,11.7,2.8,2,1901,0,0,1,1245,4,4000,303,2008,10
Bulgaria,13.7,32,2,1906,0,0,2,1900,0,0,261,2008,10
Canada,88.2,14.7,18,12652,2,1500,3,3300,4,4400,1665,2008,10
China,59.3,1.9,11,8587,7,6700,26,27620,76,62600,1396,2008,10
Czech Republic,24.6,30.3,6,3472,0,0,0,0,2,3400,619,2008,10
Egypt,0,0,0,0,0,0,0,0,1,1000,0,2008,10
Finland,22.5,29,4,2696,1,1600,0,0,1,1000,1051,2008,10
France,420.1,77,59,63473,1,1630,0,0,1,1600,10527,2008,10
Germany,133.2,26,17,20339,0,0,0,0,0,0,3332,2008,10
Hungary,13.9,37,4,1826,0,0,0,0,2,2000,271,2008,10
India,15.8,2.5,17,3779,6,2976,10,9760,15,11200,978,2008,10
Indonesia,0,0,0,0,0,0,2,2000,2,2000,0,2008,10
Iran,0,0,0,0,1,915,2,1900,1,300,143,2008,10
Israel,0,0,0,0,0,0,0,0,1,1200,0,2008,10
Japan,267,27.5,55,47577,2,2285,11,14945,1,1100,7569,2008,10
Kazakhstan,0,0,0,0,0,0,0,0,2,600,0,2008,10
Korea Dpr (North),0,0,0,0,0,0,1,950,0,0,0,2008,10
Korea Ro (South),136.6,35.3,20,17533,3,3000,5,6600,2,2700,3109,2008,10
Lithuania,9.1,64.4,1,1185,0,0,0,0,2,3400,225,2008,10
Mexico,9.950000000000001,4.6,2,1310,0,0,0,0,2,2000,246,2008,10
Netherlands,4,4.1,1,485,0,0,0,0,0,0,98,2008,10
Pakistan,2.3,2.34,2,400,1,300,2,600,2,2000,65,2008,10
Romania,7.1,13,2,1310,0,0,2,1310,1,655,174,2008,10
Russia,148,16,31,21743,7,4810,12,14340,25,22280,3365,2008,10
Slovakia,14.2,54,5,2094,2,840,0,0,1,1200,313,2008,10
Slovenia,5.4,42,1,696,0,0,0,0,1,1000,141,2008,10
South Africa,12.6,5.5,2,1842,0,0,1,165,24,4000,303,2008,10
Spain,52.7,17.4,8,7448,0,0,0,0,0,0,1398,2008,10
Sweden,64.3,46,10,9016,0,0,0,0,0,0,1418,2008,10
Switzerland,26.5,43,5,3220,0,0,0,0,3,4000,537,2008,10
Thailand,0,0,0,0,0,0,0,0,4,4000,0,2008,10
Turkey,0,0,0,0,0,0,2,2400,1,1200,0,2008,10
Ukraine,87.2,48,15,13168,0,0,2,1900,20,27000,1974,2008,10
United Kingdom,57.5,15,19,11035,0,0,0,0,6,9600,2199,2008,10
Usa,806.6,19.4,104,100599,0,0,12,15000,20,26000,18918,2008,10
Vietnam,0,0,0,0,0,0,0,0,2,2000,0,2008,10
World,2608,15,439,373247,36,29848,99,108675,232,211575,64615,2008,10
Argentina,6.7,6.2,2,935,1,692,1,740,1,740,123,2008,9
Armenia,2.3499999999999996,43.5,1,376,0,0,0,0,1,1000,51,2008,9
Bangladesh,0,0,0,0,0,0,0,0,2,2000,0,2008,9
Belarus,0,0,0,0,0,0,2,2000,0,0,0,2008,9
Belgium,46,54,7,5728,0,0,0,0,0,0,1011,2008,9
Brazil,11.7,2.8,2,1901,0,0,1,1245,4,4000,303,2008,9
Bulgaria,13.7,32,2,1906,0,0,2,1900,0,0,261,2008,9
Canada,88.2,14.7,18,12652,2,1500,3,3300,4,4400,1665,2008,9
China,59.3,1.9,11,8587,7,6700,26,27620,76,62600,1396,2008,9
Czech Republic,24.6,30.3,6,3472,0,0,0,0,2,3400,619,2008,9
Egypt,0,0,0,0,0,0,0,0,1,1000,0,2008,9
Finland,22.5,29,4,2696,1,1600,0,0,1,1000,1051,2008,9
France,420.1,77,59,63473,1,1630,0,0,1,1600,10527,2008,9
Germany,133.2,26,17,20339,0,0,0,0,0,0,3332,2008,9
Hungary,13.9,37,4,1826,0,0,0,0,2,2000,271,2008,9
India,15.8,2.5,17,3779,6,2976,10,8560,9,4800,978,2008,9
Indonesia,0,0,0,0,0,0,2,2000,2,2000,0,2008,9
Iran,0,0,0,0,1,915,2,1900,1,300,143,2008,9
Israel,0,0,0,0,0,0,0,0,1,1200,0,2008,9
Japan,267,27.5,55,47577,2,2285,11,14945,1,1100,7569,2008,9
Kazakhstan,0,0,0,0,0,0,0,0,1,300,0,2008,9
Korea Dpr (North),0,0,0,0,0,0,1,950,0,0,0,2008,9
Korea Ro (South),136.6,35.3,20,17533,3,3000,5,6600,2,2700,3109,2008,9
Lithuania,9.1,64.4,1,1185,0,0,0,0,2,3400,225,2008,9
Mexico,9.950000000000001,4.6,2,1310,0,0,0,0,2,2000,246,2008,9
Netherlands,4,4.1,1,485,0,0,0,0,0,0,98,2008,9
Pakistan,2.3,2.34,2,400,1,300,2,600,2,2000,65,2008,9
Romania,7.1,13,2,1310,0,0,2,1310,1,655,174,2008,9
Russia,148,16,31,21743,7,4810,12,14340,25,22280,3365,2008,9
Slovakia,14.2,54,5,2094,2,840,0,0,1,1200,313,2008,9
Slovenia,5.4,42,1,696,0,0,0,0,1,1000,141,2008,9
South Africa,12.6,5.5,2,1842,0,0,1,165,24,4000,303,2008,9
Spain,52.7,17.4,8,7448,0,0,0,0,0,0,1398,2008,9
Sweden,64.3,46,10,9016,0,0,0,0,0,0,1418,2008,9
Switzerland,26.5,43,5,3220,0,0,0,0,3,4000,537,2008,9
Thailand,0,0,0,0,0,0,0,0,4,4000,0,2008,9
Turkey,0,0,0,0,0,0,0,0,3,4500,0,2008,9
Ukraine,87.2,48,15,13168,0,0,2,1900,20,27000,1974,2008,9
United Kingdom,57.5,15,19,11035,0,0,0,0,0,0,2199,2008,9
Usa,806.6,19.4,104,100599,0,0,12,15000,20,26000,18918,2008,9
Vietnam,0,0,0,0,0,0,0,0,2,2000,0,2008,9
World,2608,16,439,373247,36,29848,97,105075,221,198575,64615,2008,9
Argentina,6.7,6.2,2,935,1,692,1,740,1,740,123,2008,7
Armenia,2.3499999999999996,43.5,1,376,0,0,0,0,1,1000,51,2008,7
Bangladesh,0,0,0,0,0,0,0,0,2,2000,0,2008,7
Belarus,0,0,0,0,0,0,2,2000,0,0,0,2008,7
Belgium,46,54,7,5728,0,0,0,0,0,0,1011,2008,7
Brazil,11.7,2.8,2,1901,0,0,1,1245,4,4000,303,2008,7
Bulgaria,13.7,32,2,1906,0,0,2,1900,0,0,261,2008,7
Canada,88.2,14.7,18,12652,2,1500,3,3300,4,4400,1665,2008,7
China,59.3,1.9,11,8587,7,6700,24,26320,76,62600,1396,2008,7
Czech Republic,24.6,30.3,6,3472,0,0,0,0,2,3400,619,2008,7
Egypt,0,0,0,0,0,0,0,0,1,1000,0,2008,7
Finland,22.5,29,4,2696,1,1600,0,0,1,1000,1051,2008,7
France,420.1,77,59,63473,1,1630,0,0,1,1600,10527,2008,7
Germany,133.2,26,17,20339,0,0,0,0,0,0,3332,2008,7
Hungary,13.9,37,4,1826,0,0,0,0,2,2000,271,2008,7
India,15.8,2.5,17,3779,6,2976,10,8560,9,4800,978,2008,7
Indonesia,0,0,0,0,0,0,2,2000,2,2000,0,2008,7
Iran,0,0,0,0,1,915,2,1900,1,300,143,2008,7
Israel,0,0,0,0,0,0,0,0,1,1200,0,2008,7
Japan,267,27.5,55,47577,2,2285,11,14945,1,1100,7569,2008,7
Kazakhstan,0,0,0,0,0,0,0,0,1,300,0,2008,7
Korea Dpr (North),0,0,0,0,0,0,1,950,0,0,0,2008,7
Korea Ro (South),136.6,35.3,20,17533,3,3000,5,6600,0,0,3109,2008,7
Lithuania,9.1,64.4,1,1185,0,0,0,0,2,3400,225,2008,7
Mexico,9.950000000000001,4.6,2,1310,0,0,0,0,2,2000,246,2008,7
Netherlands,4,4.1,1,485,0,0,0,0,0,0,98,2008,7
Pakistan,2.3,2.34,2,400,1,300,2,600,2,2000,65,2008,7
Romania,7.1,13,2,1310,0,0,2,1310,1,655,174,2008,7
Russia,148,16,31,21743,7,4920,10,11960,25,22280,3365,2008,7
Slovakia,14.2,54,5,2064,2,840,0,0,1,1200,313,2008,7
Slovenia,5.4,42,1,696,0,0,0,0,1,1000,141,2008,7
South Africa,12.6,5.5,2,1842,0,0,1,165,24,4000,303,2008,7
Spain,52.7,17.4,8,7442,0,0,0,0,0,0,1398,2008,7
Sweden,64.3,46,10,9016,0,0,0,0,0,0,1418,2008,7
Switzerland,26.5,43,5,3220,0,0,0,0,3,4000,537,2008,7
Thailand,0,0,0,0,0,0,0,0,4,4000,0,2008,7
Turkey,0,0,0,0,0,0,0,0,3,4500,0,2008,7
Ukraine,87.2,48,15,13168,0,0,2,1900,20,27000,1974,2008,7
United Kingdom,57.5,15,19,11035,0,0,0,0,0,0,2199,2008,7
Usa,806.6,19.4,104,99049,0,0,12,15000,20,26000,18918,2008,7
Vietnam,0,0,0,0,0,0,0,0,2,2000,0,2008,7
World,2608,16,439,371989,36,29958,93,101395,219,195875,64615,2008,7
Argentina,7.2,6.9,2,935,1,692,1,740,1,740,123,2008,3
Armenia,2.4,42,1,376,0,0,0,0,1,1000,51,2008,3
Bangladesh,0,0,0,0,0,0,0,0,2,2000,0,2008,3
Belarus,0,0,-0,0,-0,0,-0,2000,-0,0,0,2008,3
Belgium,44.3,54,7,5728,0,0,0,0,0,0,1011,2008,3
Brazil,13,3.3,2,1901,0,0,1,1245,4,4000,303,2008,3
Bulgaria,18.1,44,2,1906,0,0,2,1900,0,0,261,2008,3
Canada,92.4,16,18,12652,2,1500,3,3500,5,5100,1665,2008,3
China,51.8,1.9,11,8587,6,5540,29,31000,86,68000,1396,2008,3
Czech Republic,24.5,31,6,3472,0,0,0,0,2,1900,619,2008,3
Egypt,0,0,0,0,0,0,0,0,1,1000,0,2008,3
Finland,22,28,4,2696,1,1600,0,0,1,1000,1051,2008,3
France,428.7,78,59,63473,1,1630,0,0,1,1600,10527,2008,3
Germany,158.7,32,17,20339,0,0,0,0,0,0,3332,2008,3
Hungary,12.5,38,4,1826,0,0,0,0,2,2000,271,2008,3
India,15.6,2.6,17,3779,6,2976,10,8560,9,4800,978,2008,3
Indonesia,0,0,0,0,0,0,2,2000,0,0,0,2008,3
Iran,0,0,0,0,1,915,2,1900,1,300,143,2008,3
Israel,0,0,0,0,0,0,0,0,1,1200,0,2008,3
Japan,291.5,30,55,47577,2,2285,11,14945,1,1100,7569,2008,3
