country,generation_tot,generation_per,operable_n,operable_mw,construction_n,construction_mw,planned_n,planned_mw,proposed_n,proposed_mw,uranium_tonnes,year,month
Usa,805.3,19.7,99,99647,2,2500,14,3100,21,30000,18996,2017,9
Vietnam,0,0,0,0,0,0,4,4800,6,7100,0,2017,9
World,2490,10.6,447,392335,56,60570,160,165317,351,401895,65014,2017,9
Argentina,7.7,5.6,3,1627,1,27,2,1950,2,1300,218,2017,7
Armenia,2.2,31.4,1,376,0,0,1,1060,0,0,88,2017,7
Bangladesh,0,0,0,0,0,0,2,2400,0,0,0,2017,7
Belarus,0,0,0,0,2,2388,0,0,2,2400,0,2017,7
Belgium,41.3,51.7,7,5943,0,0,0,0,0,0,1015,2017,7
Brazil,15.9,2.9,2,1896,1,1405,0,0,4,4000,336,2017,7
Bulgaria,15.8,35,2,1926,0,0,0,0,1,1200,327,2017,7
Canada,97.4,15.6,19,13553,0,0,2,1500,0,0,1750,2017,7
Chile,0,0,0,0,0,0,0,0,4,4400,0,2017,7
China,210.5,3.6,36,32637,21,23086,38,43400,174,200000,7757,2017,7
Czech Republic,22.7,29.4,6,3904,0,0,2,2400,1,1200,570,2017,7
Egypt,0,0,0,0,0,0,2,2400,2,2400,0,2017,7
Finland,22.3,33.7,4,2764,1,1720,1,1250,0,0,480,2017,7
France,384,72.3,58,63130,1,1750,0,0,0,0,9216,2017,7
Germany,80.1,13.1,8,10728,0,0,0,0,0,0,1480,2017,7
Hungary,15.2,51.3,4,1889,0,0,2,2400,0,0,356,2017,7
India,35,3.4,22,6219,6,4350,19,17250,44,51000,1091,2017,7
Indonesia,0,0,0,0,0,0,1,30,4,4000,0,2017,7
Iran,5.9,2.1,1,915,0,0,4,2200,7,6300,178,2017,7
Israel,0,0,0,0,0,0,0,0,1,1200,0,2017,7
Italy,0,0,0,0,0,0,0,0,0,0,0,2017,7
Japan,17.5,2.2,42,39952,2,2756,9,12947,3,4145,2517,2017,7
Jordan,0,0,0,0,0,0,2,2000,0,0,0,2017,7
Kazakhstan,0,0,0,0,0,0,0,0,3,1800,0,2017,7
Korea Dpr (North),0,0,0,0,0,0,0,0,1,950,0,2017,7
Korea Ro (South),154.2,30.3,24,22505,3,4200,2,2800,6,8800,4816,2017,7
Lithuania,0,0,0,0,0,0,0,0,2,2700,0,2017,7
Malaysia,0,0,0,0,0,0,0,0,2,2000,282,2017,7
Mexico,10.3,6.2,2,1600,0,0,0,0,3,3000,0,2017,7
Netherlands,3.8,3.4,1,485,0,0,0,0,0,0,102,2017,7
Pakistan,5.1,4.4,5,1355,2,2322,0,0,0,0,101,2017,7
Poland,0,0,0,0,0,0,6,6000,0,0,0,2017,7
Romania,10.4,17.1,2,1310,0,0,2,1440,0,0,179,2017,7
Russia,179.7,17.1,35,26865,7,5904,26,28390,22,21000,7767,2017,7
Saudi Arabia,0,0,0,0,0,0,0,0,16,17000,0,2017,7
Slovakia,13.7,54.1,4,1816,2,942,0,0,1,1200,367,2017,7
Slovenia,5.4,35.2,1,696,0,0,0,0,1,1000,137,2017,7
South Africa,15.2,6.6,2,1830,0,0,0,0,8,9600,312,2017,7
Spain,56.1,21.4,7,7121,0,0,0,0,0,0,1271,2017,7
Sweden,60.6,40,8,8376,0,0,0,0,0,0,1471,2017,7
Switzerland,20.3,34.3,5,3333,0,0,0,0,3,4000,521,2017,7
Thailand,0,0,0,0,0,0,0,0,5,5000,0,2017,7
Turkey,0,0,0,0,0,0,4,4800,8,9500,0,2017,7
Ukraine,81,52.3,15,13107,0,0,2,1900,11,12000,1945,2017,7
Uae,0,0,0,0,4,5600,0,0,10,14400,1734,2017,7
United Kingdom,65.1,20.4,15,8883,0,0,11,15600,2,2300,865,2017,7
Usa,805.3,19.7,99,99647,4,5000,16,5600,19,28500,17847,2017,7
Vietnam,0,0,0,0,0,0,4,4800,6,7100,0,2017,7
World,2490,10.6,446,391315,59,64150,160,164517,378,435395,67867,2017,7
Argentina,7.7,5.6,3,1627,1,27,2,1950,2,1300,218,2017,5
Armenia,2.2,31.4,1,376,0,0,1,1060,0,0,88,2017,5
Bangladesh,0,0,0,0,0,0,2,2400,0,0,0,2017,5
Belarus,0,0,0,0,2,2388,0,0,2,2400,0,2017,5
Belgium,41.3,51.7,7,5943,0,0,0,0,0,0,1015,2017,5
Brazil,15.9,2.9,2,1896,1,1405,0,0,4,4000,336,2017,5
Bulgaria,15.8,35,2,1926,0,0,0,0,1,1200,327,2017,5
Canada,97.4,15.6,19,13553,0,0,2,1500,0,0,1750,2017,5
Chile,0,0,0,0,0,0,0,0,4,4400,0,2017,5
China,210.5,3.6,36,32637,21,23086,41,46850,174,200000,7757,2017,5
Czech Republic,22.7,29.4,6,3904,0,0,2,2400,1,1200,570,2017,5
Egypt,0,0,0,0,0,0,2,2400,2,2400,0,2017,5
Finland,22.3,33.7,4,2764,1,1720,1,1250,0,0,480,2017,5
France,384,72.3,58,63130,1,1750,0,0,0,0,9216,2017,5
Germany,80.1,13.1,8,10728,0,0,0,0,0,0,1480,2017,5
Hungary,15.2,51.3,4,1889,0,0,2,2400,0,0,356,2017,5
India,35,3.4,22,6219,5,3300,20,18300,44,51000,1091,2017,5
Indonesia,0,0,0,0,0,0,1,30,4,4000,0,2017,5
Iran,5.9,2.1,1,915,0,0,4,2200,7,6300,178,2017,5
Israel,0,0,0,0,0,0,0,0,1,1200,0,2017,5
Italy,0,0,0,0,0,0,0,0,0,0,0,2017,5
Japan,17.5,2.2,42,39952,2,2756,9,12947,3,4145,2517,2017,5
Jordan,0,0,0,0,0,0,2,2000,0,0,0,2017,5
Kazakhstan,0,0,0,0,0,0,0,0,3,1800,0,2017,5
Korea Dpr (North),0,0,0,0,0,0,0,0,1,950,0,2017,5
Korea Ro (South),154.2,30.3,25,23081,3,4200,8,11600,0,0,4816,2017,5
Lithuania,0,0,0,0,0,0,0,0,2,2700,0,2017,5
Malaysia,0,0,0,0,0,0,0,0,2,2000,282,2017,5
Mexico,10.3,6.2,2,1600,0,0,0,0,3,3000,0,2017,5
Netherlands,3.8,3.4,1,485,0,0,0,0,0,0,102,2017,5
Pakistan,5.1,4.4,4,1040,3,2662,0,0,0,0,101,2017,5
Poland,0,0,0,0,0,0,6,6000,0,0,0,2017,5
Romania,10.4,17.1,2,1310,0,0,2,1440,0,0,179,2017,5
Russia,179.7,17.1,35,26865,7,5904,26,28390,22,21000,7767,2017,5
Saudi Arabia,0,0,0,0,0,0,0,0,16,17000,0,2017,5
Slovakia,13.7,54.1,4,1816,2,942,0,0,1,1200,367,2017,5
Slovenia,5.4,35.2,1,696,0,0,0,0,1,1000,137,2017,5
South Africa,15.2,6.6,2,1830,0,0,0,0,8,9600,312,2017,5
Spain,56.1,21.4,7,7121,0,0,0,0,0,0,1271,2017,5
Sweden,60.6,40,9,8849,0,0,0,0,0,0,1471,2017,5
Switzerland,20.3,34.3,5,3333,0,0,0,0,3,4000,521,2017,5
Thailand,0,0,0,0,0,0,0,0,5,5000,0,2017,5
Turkey,0,0,0,0,0,0,4,4800,8,9500,0,2017,5
Ukraine,81,52.3,15,13107,0,0,2,1900,11,12000,1945,2017,5
Uae,0,0,0,0,4,5600,0,0,10,14400,1734,2017,5
United Kingdom,65.1,20.4,15,8883,0,0,11,15600,2,2300,865,2017,5
Usa,805.3,19.7,99,99678,4,5000,16,5600,19,28500,17847,2017,5
Vietnam,0,0,0,0,0,0,4,4800,6,7100,0,2017,5
World,2490,11.5,447,392080,59,63440,170,177817,372,426595,67867,2017,5
Argentina,6.5,4.8,3,1627,1,27,2,1950,2,1300,215,2017,3
Armenia,2.6,34.5,1,376,0,0,1,1060,NA,NA,88,2017,3
Bangladesh,0,0,0,0,0,0,2,2400,0,0,0,2017,3
Belarus,0,0,0,0,2,2388,0,0,2,2400,0,2017,3
Belgium,24.8,37.5,7,5943,0,0,0,0,0,0,1015,2017,3
Brazil,13.9,2.8,2,1901,1,1405,0,0,4,4000,329,2017,3
Bulgaria,14.7,31.3,2,1926,0,0,1,950,0,0,327,2017,3
Canada,95.6,16.6,19,13553,0,0,2,1500,3,3800,1630,2017,3
Chile,0,0,0,0,0,0,0,0,4,4400,0,2017,3
China,161.2,3,36,32637,21,23086,40,45700,139,160000,5338,2017,3
Czech Republic,25.3,32.5,6,3904,0,0,2,2400,1,1200,565,2017,3
Egypt,0,0,0,0,0,0,2,2400,2,2400,0,2017,3
Finland,22.3,33.7,4,2764,1,1700,1,1200,1,1500,1126,2017,3
France,419,76.3,58,63130,1,1750,0,0,1,1750,9211,2017,3
Germany,86.8,14.1,8,10728,0,0,0,0,0,0,1689,2017,3
Hungary,15,52.7,4,1889,0,0,2,2400,0,0,356,2017,3
India,34.6,3.5,22,6219,5,3300,20,18600,44,51000,997,2017,3
Indonesia,0,0,0,0,0,0,1,30,4,4000,0,2017,3
Iran,3.2,1.3,1,915,0,0,2,2000,7,6300,178,2017,3
Israel,0,0,0,0,0,0,0,0,1,1200,0,2017,3
Italy,0,0,0,0,0,0,0,0,0,0,0,2017,3
Japan,4.3,0.5,42,39952,2,2756,9,12947,3,4145,680,2017,3
Jordan,0,0,0,0,0,0,2,2000,NA,NA,0,2017,3
Kazakhstan,0,0,0,0,0,0,2,600,2,600,0,2017,3
Korea Dpr (North),0,0,0,0,0,0,0,0,1,950,0,2017,3
Korea Ro (South),157.2,31.7,25,23081,3,4200,8,11600,0,0,5013,2017,3
Lithuania,0,0,0,0,0,0,0,0,2,2700,0,2017,3
Malaysia,0,0,0,0,0,0,0,0,2,2000,0,2017,3
Mexico,11.2,6.8,2,1600,0,0,0,0,2,2000,282,2017,3
Netherlands,3.9,37,1,485,0,0,0,0,1,1000,102,2017,3
Pakistan,4.3,4.4,4,1040,3,2662,0,0,0,0,270,2017,3
Poland,0,0,0,0,0,0,6,6000,0,0,0,2017,3
Romania,10.7,17.3,2,1310,0,0,2,1440,1,655,179,2017,3
Russia,182.8,18.6,35,26865,7,5904,25,27755,23,22800,6264,2017,3
Saudi Arabia,0,0,0,0,0,0,0,0,16,17000,0,2017,3
Slovakia,14.1,55.9,4,1816,2,942,0,0,1,1200,917,2017,3
Slovenia,5.4,38,1,696,0,0,0,0,1,1000,137,2017,3
South Africa,11,4.7,2,1830,0,0,0,0,8,9600,304,2017,3
Spain,54.8,20.3,7,7121,0,0,0,0,0,0,1271,2017,3
Sweden,54.5,34.3,9,8849,0,0,0,0,0,0,1471,2017,3
Switzerland,22.2,33.5,5,3333,0,0,0,0,3,4000,521,2017,3
Thailand,0,0,0,0,0,0,0,0,5,5000,0,2017,3
Turkey,0,0,0,0,0,0,4,4800,4,4500,0,2017,3
Ukraine,82.4,56.5,15,13107,0,0,2,1900,11,12000,2251,2017,3
Uae,0,0,0,0,4,5600,0,0,10,14400,0,2017,3
United Kingdom,63.9,18.9,15,8883,0,0,4,6100,9,11800,1734,2017,3
Usa,798,19.5,99,99535,4,5000,18,8312,24,26000,18161,2017,3
Vietnam,0,0,0,0,0,0,4,4800,6,6700,0,2017,3
World,2441,11.5,447,391942,59,63420,164,170844,350,395300,63404,2017,3
Argentina,6.5,4.8,3,1627,1,27,2,1950,2,1300,215,2017,1
Armenia,2.6,34.5,1,376,0,0,1,1060,NA,NA,88,2017,1
Bangladesh,0,0,0,0,0,0,2,2400,0,0,0,2017,1
Belarus,0,0,0,0,2,2388,0,0,2,2400,0,2017,1
Belgium,24.8,37.5,7,5943,0,0,0,0,0,0,1015,2017,1
Brazil,13.9,2.8,2,1901,1,1405,0,0,4,4000,329,2017,1
Bulgaria,14.7,31.3,2,1926,0,0,1,950,0,0,327,2017,1
Canada,95.6,16.6,19,13553,0,0,2,1500,3,3800,1630,2017,1
Chile,0,0,0,0,0,0,0,0,4,4400,0,2017,1
China,161.2,3,35,31617,22,24166,40,45700,136,156000,5338,2017,1
Czech Republic,25.3,32.5,6,3904,0,0,2,2400,1,1200,565,2017,1
Egypt,0,0,0,0,0,0,2,2400,2,2400,0,2017,1
Finland,22.3,33.7,4,2764,1,1700,1,1200,1,1500,1126,2017,1
France,419,76.3,58,63130,1,1750,0,0,1,1750,9211,2017,1
Germany,86.8,14.1,8,10728,0,0,0,0,0,0,1689,2017,1
Hungary,15,52.7,4,1889,0,0,2,2400,0,0,356,2017,1
India,34.6,3.5,22,6219,5,3300,20,18600,44,51000,997,2017,1
Indonesia,0,0,0,0,0,0,1,30,4,4000,0,2017,1
Iran,3.2,1.3,1,915,0,0,2,2000,7,6300,178,2017,1
Israel,0,0,0,0,0,0,0,0,1,1200,0,2017,1
Italy,0,0,0,0,0,0,0,0,0,0,0,2017,1
Japan,4.3,0.5,43,40480,2,2756,9,12947,3,4145,680,2017,1
Jordan,0,0,0,0,0,0,2,2000,NA,NA,0,2017,1
Kazakhstan,0,0,0,0,0,0,2,600,2,600,0,2017,1
Korea Dpr (North),0,0,0,0,0,0,0,0,1,950,0,2017,1
Korea Ro (South),157.2,31.7,25,23017,3,4200,8,11600,0,0,5013,2017,1
Lithuania,0,0,0,0,0,0,0,0,2,2700,0,2017,1
Malaysia,0,0,0,0,0,0,0,0,2,2000,0,2017,1
Mexico,11.2,6.8,2,1600,0,0,0,0,2,2000,282,2017,1
Netherlands,3.9,37,1,485,0,0,0,0,1,1000,102,2017,1
Pakistan,4.3,4.4,4,1040,3,2662,0,0,0,0,270,2017,1
Poland,0,0,0,0,0,0,6,6000,0,0,0,2017,1
Romania,10.7,17.3,2,1310,0,0,2,1440,1,655,179,2017,1
Russia,182.8,18.6,35,26865,7,5904,25,27755,23,22800,6264,2017,1
Saudi Arabia,0,0,0,0,0,0,0,0,16,17000,0,2017,1
Slovakia,14.1,55.9,4,1816,2,942,0,0,1,1200,917,2017,1
Slovenia,5.4,38,1,696,0,0,0,0,1,1000,137,2017,1
South Africa,11,4.7,2,1830,0,0,0,0,8,9600,304,2017,1
Spain,54.8,20.3,7,7121,0,0,0,0,0,0,1271,2017,1
Sweden,54.5,34.3,9,8849,0,0,0,0,0,0,1471,2017,1
Switzerland,22.2,33.5,5,3333,0,0,0,0,3,4000,521,2017,1
Thailand,0,0,0,0,0,0,0,0,5,5000,0,2017,1
Turkey,0,0,0,0,0,0,4,4800,4,4500,0,2017,1
Ukraine,82.4,56.5,15,13107,0,0,2,1900,11,12000,2251,2017,1
Uae,0,0,0,0,4,5600,0,0,10,14400,0,2017,1
United Kingdom,63.9,18.9,15,8883,0,0,4,6100,9,11800,1734,2017,1
Usa,798,19.5,99,99535,4,5000,18,8312,24,26000,18161,2017,1
Vietnam,0,0,0,0,0,0,4,4800,6,6700,0,2017,1
World,2441,11.5,447,391386,60,64500,164,170844,347,391300,63404,2017,1
Argentina,6.5,4.8,3,1627,1,27,2,1950,2,1300,215,2016,11
Armenia,2.6,34.5,1,376,0,0,1,1060,NA,NA,88,2016,11
Bangladesh,0,0,0,0,0,0,2,2400,0,0,0,2016,11
Belarus,0,0,0,0,2,2388,0,0,2,2400,0,2016,11
Belgium,24.8,37.5,7,5943,0,0,0,0,0,0,1015,2016,11
Brazil,13.9,2.8,2,1901,1,1405,0,0,4,4000,329,2016,11
Bulgaria,14.7,31.3,2,1926,0,0,1,950,0,0,327,2016,11
Canada,95.6,16.6,19,13553,0,0,2,1500,3,3800,1630,2016,11
Chile,0,0,0,0,0,0,0,0,4,4400,0,2016,11
China,161.2,3,35,31617,20,22596,41,46850,136,156000,5338,2016,11
Czech Republic,25.3,32.5,6,3904,0,0,2,2400,1,1200,565,2016,11
Egypt,0,0,0,0,0,0,2,2400,2,2400,0,2016,11
Finland,22.3,33.7,4,2741,1,1700,1,1200,1,1500,1126,2016,11
France,419,76.3,58,63130,1,1750,0,0,1,1750,9211,2016,11
Germany,86.8,14.1,8,10728,0,0,0,0,0,0,1689,2016,11
Hungary,15,52.7,4,1889,0,0,2,2400,0,0,356,2016,11
India,34.6,3.5,22,6219,5,3300,20,18600,44,51000,997,2016,11
Indonesia,0,0,0,0,0,0,1,30,4,4000,0,2016,11
Iran,3.2,1.3,1,915,0,0,2,2000,7,6300,178,2016,11
Israel,0,0,0,0,0,0,0,0,1,1200,0,2016,11
Italy,0,0,0,0,0,0,0,0,0,0,0,2016,11
Japan,4.3,0.5,43,40480,3,3036,9,12947,3,4145,680,2016,11
Jordan,0,0,0,0,0,0,2,2000,NA,NA,0,2016,11
Kazakhstan,0,0,0,0,0,0,2,600,2,600,0,2016,11
Korea Dpr (North),0,0,0,0,0,0,0,0,1,950,0,2016,11
Korea Ro (South),157.2,31.7,25,23017,3,4200,8,11600,0,0,5013,2016,11
Lithuania,0,0,0,0,0,0,1,1350,0,0,0,2016,11
Malaysia,0,0,0,0,0,0,0,0,2,2000,0,2016,11
Mexico,11.2,6.8,2,1600,0,0,0,0,2,2000,282,2016,11
Netherlands,3.9,37,1,485,0,0,0,0,1,1000,102,2016,11
Pakistan,4.3,4.4,4,1040,2,1501,1,1161,0,0,270,2016,11
Poland,0,0,0,0,0,0,6,6000,0,0,0,2016,11
Romania,10.7,17.3,2,1310,0,0,2,1440,1,655,179,2016,11
Russia,182.8,18.6,36,27167,7,5904,25,27755,23,22800,6264,2016,11
Saudi Arabia,0,0,0,0,0,0,0,0,16,17000,0,2016,11
Slovakia,14.1,55.9,4,1816,2,942,0,0,1,1200,917,2016,11
Slovenia,5.4,38,1,696,0,0,0,0,1,1000,137,2016,11
South Africa,11,4.7,2,1830,0,0,0,0,8,9600,304,2016,11
Spain,54.8,20.3,7,7121,0,0,0,0,0,0,1271,2016,11
Sweden,54.5,34.3,9,8849,0,0,0,0,0,0,1471,2016,11
Switzerland,22.2,33.5,5,3333,0,0,0,0,3,4000,521,2016,11
Thailand,0,0,0,0,0,0,0,0,5,5000,0,2016,11
Turkey,0,0,0,0,0,0,4,4800,4,4500,0,2016,11
Ukraine,82.4,56.5,15,13107,0,0,2,1900,11,12000,2251,2016,11
Uae,0,0,0,0,4,5600,0,0,10,14400,0,2016,11
United Kingdom,63.9,18.9,15,8883,0,0,4,6100,9,11800,1734,2016,11
Usa,798,19.5,99,99535,4,5000,18,8312,24,26000,18161,2016,11
Vietnam,0,0,0,0,0,0,4,4800,6,6700,0,2016,11
World,2441,11.5,448,391665,58,62049,167,174505,345,388600,63404,2016,11
Argentina,6.5,4.8,3,1627,1,27,2,1950,2,1300,215,2016,9
Armenia,2.6,34.5,1,376,0,0,1,1060,NA,NA,88,2016,9
Bangladesh,0,0,0,0,0,0,2,2400,0,0,0,2016,9
Belarus,0,0,0,0,2,2388,0,0,2,2400,0,2016,9
Belgium,24.8,37.5,7,5943,0,0,0,0,0,0,1015,2016,9
Brazil,13.9,2.8,2,1901,1,1405,0,0,4,4000,329,2016,9
Bulgaria,14.7,31.3,2,1926,0,0,1,950,0,0,327,2016,9
Canada,95.6,16.6,19,13553,0,0,2,1500,3,3800,1630,2016,9
Chile,0,0,0,0,0,0,0,0,4,4400,0,2016,9
China,161.2,3,34,30597,20,22596,42,47930,136,156000,5338,2016,9
Czech Republic,25.3,32.5,6,3904,0,0,2,2400,1,1200,565,2016,9
Egypt,0,0,0,0,0,0,2,2400,2,2400,0,2016,9
Finland,22.3,33.7,4,2741,1,1700,1,1200,1,1500,1126,2016,9
France,419,76.3,58,63130,1,1750,0,0,1,1750,9211,2016,9
Germany,86.8,14.1,8,10728,0,0,0,0,0,0,1689,2016,9
Hungary,15,52.7,4,1889,0,0,2,2400,0,0,356,2016,9
India,34.6,3.5,22,6219,5,3300,20,18600,44,51000,997,2016,9
Indonesia,0,0,0,0,0,0,1,30,4,4000,0,2016,9
Iran,3.2,1.3,1,915,0,0,2,2000,7,6300,178,2016,9
Israel,0,0,0,0,0,0,0,0,1,1200,0,2016,9
Italy,0,0,0,0,0,0,0,0,0,0,0,2016,9
Japan,4.3,0.5,43,40480,3,3036,9,12947,3,4145,680,2016,9
Jordan,0,0,0,0,0,0,2,2000,NA,NA,0,2016,9
Kazakhstan,0,0,0,0,0,0,2,600,2,600,0,2016,9
Korea Dpr (North),0,0,0,0,0,0,0,0,1,950,0,2016,9
Korea Ro (South),157.2,31.7,25,23017,3,4200,8,11600,0,0,5013,2016,9
Lithuania,0,0,0,0,0,0,1,1350,0,0,0,2016,9
Malaysia,0,0,0,0,0,0,0,0,2,2000,0,2016,9
Mexico,11.2,6.8,2,1600,0,0,0,0,2,2000,282,2016,9
Netherlands,3.9,37,1,485,0,0,0,0,1,1000,102,2016,9
Pakistan,4.3,4.4,3,725,3,1841,1,1161,0,0,270,2016,9
Poland,0,0,0,0,0,0,6,6000,0,0,0,2016,9
Romania,10.7,17.3,2,1310,0,0,2,1440,1,655,179,2016,9
Russia,182.8,18.6,36,27167,7,5904,25,27755,23,22800,6264,2016,9
Saudi Arabia,0,0,0,0,0,0,0,0,16,17000,0,2016,9
Slovakia,14.1,55.9,4,1816,2,942,0,0,1,1200,917,2016,9
Slovenia,5.4,38,1,696,0,0,0,0,1,1000,137,2016,9
South Africa,11,4.7,2,1830,0,0,0,0,8,9600,304,2016,9
Spain,54.8,20.3,7,7121,0,0,0,0,0,0,1271,2016,9
Sweden,54.5,34.3,9,8849,0,0,0,0,0,0,1471,2016,9
Switzerland,22.2,33.5,5,3333,0,0,0,0,3,4000,521,2016,9
Thailand,0,0,0,0,0,0,0,0,5,5000,0,2016,9
Turkey,0,0,0,0,0,0,4,4800,4,4500,0,2016,9
Ukraine,82.4,56.5,15,13107,0,0,2,1900,11,12000,2251,2016,9
Uae,0,0,0,0,4,5600,0,0,10,14400,0,2016,9
United Kingdom,63.9,18.9,15,8883,0,0,4,6100,9,11800,1734,2016,9
Usa,798,19.5,100,100013,4,5000,18,8312,24,26000,18161,2016,9
Vietnam,0,0,0,0,0,0,4,4800,6,6700,0,2016,9
World,2441,11.5,447,390808,59,62389,168,175585,345,388600,63404,2016,9
Argentina,6.5,4.8,3,1627,1,27,2,1950,2,1300,215,2016,8
Armenia,2.6,34.5,1,376,0,0,1,1060,NA,NA,88,2016,8
Bangladesh,0,0,0,0,0,0,2,2400,0,0,0,2016,8
Belarus,0,0,0,0,2,2388,0,0,2,2400,0,2016,8
Belgium,24.8,37.5,7,5943,0,0,0,0,0,0,1015,2016,8
Brazil,13.9,2.8,2,1901,1,1405,0,0,4,4000,329,2016,8
Bulgaria,14.7,31.3,2,1926,0,0,1,950,0,0,327,2016,8
Canada,95.6,16.6,19,13553,0,0,2,1500,3,3800,1630,2016,8
Chile,0,0,0,0,0,0,0,0,4,4400,0,2016,8
China,161.2,3,34,30597,20,22596,42,47930,136,156000,5338,2016,8
Czech Republic,25.3,32.5,6,3904,0,0,2,2400,1,1200,565,2016,8
Egypt,0,0,0,0,0,0,2,2400,2,2400,0,2016,8
Finland,22.3,33.7,4,2741,1,1700,1,1200,1,1500,1126,2016,8
France,419,76.3,58,63130,1,1750,0,0,1,1750,9211,2016,8
Germany,86.8,14.1,8,10728,0,0,0,0,0,0,1689,2016,8
Hungary,15,52.7,4,1889,0,0,2,2400,0,0,356,2016,8
India,34.6,3.5,21,5302,6,4300,22,20700,38,44000,997,2016,8
Indonesia,0,0,0,0,0,0,1,30,4,4000,0,2016,8
Iran,3.2,1.3,1,915,0,0,2,2000,7,6300,178,2016,8
Israel,0,0,0,0,0,0,0,0,1,1200,0,2016,8
Italy,0,0,0,0,0,0,0,0,0,0,0,2016,8
Japan,4.3,0.5,43,40480,3,3036,9,12947,3,4145,680,2016,8
Jordan,0,0,0,0,0,0,2,2000,NA,NA,0,2016,8
Kazakhstan,0,0,0,0,0,0,2,600,2,600,0,2016,8
Korea Dpr (North),0,0,0,0,0,0,0,0,1,950,0,2016,8
Korea Ro (South),157.2,31.7,25,23017,3,4200,8,11600,0,0,5013,2016,8
Lithuania,0,0,0,0,0,0,1,1350,0,0,0,2016,8
Malaysia,0,0,0,0,0,0,0,0,2,2000,0,2016,8
Mexico,11.2,6.8,2,1600,0,0,0,0,2,2000,282,2016,8
Netherlands,3.9,37,1,485,0,0,0,0,1,1000,102,2016,8
Pakistan,4.3,4.4,3,725,3,1841,1,1161,0,0,270,2016,8
Poland,0,0,0,0,0,0,6,6000,0,0,0,2016,8
Romania,10.7,17.3,2,1310,0,0,2,1440,1,655,179,2016,8
Russia,182.8,18.6,35,26053,8,7104,25,27755,23,22800,6264,2016,8
Saudi Arabia,0,0,0,0,0,0,0,0,16,17000,0,2016,8
Slovakia,14.1,55.9,4,1816,2,942,0,0,1,1200,917,2016,8
Slovenia,5.4,38,1,696,0,0,0,0,1,1000,137,2016,8
South Africa,11,4.7,2,1830,0,0,0,0,8,9600,304,2016,8
Spain,54.8,20.3,7,7121,0,0,0,0,0,0,1271,2016,8
Sweden,54.5,34.3,9,8849,0,0,0,0,0,0,1471,2016,8
Switzerland,22.2,33.5,5,3333,0,0,0,0,3,4000,521,2016,8
Thailand,0,0,0,0,0,0,0,0,5,5000,0,2016,8
Turkey,0,0,0,0,0,0,4,4800,4,4500,0,2016,8
Ukraine,82.4,56.5,15,13107,0,0,2,1900,11,12000,2251,2016,8
Uae,0,0,0,0,4,5600,0,0,10,14400,0,2016,8
United Kingdom,63.9,18.9,15,8883,0,0,4,6100,9,11800,1734,2016,8
Usa,798,19.5,100,100013,4,5000,18,8312,24,26000,18161,2016,8
Vietnam,0,0,0,0,0,0,4,4800,6,6700,0,2016,8
World,2441,11.5,445,388777,61,64589,170,177685,339,381600,63404,2016,8
Argentina,6.5,4.8,3,1627,1,27,2,1950,2,1300,217,2016,7
Armenia,2.6,34.5,1,376,0,0,1,1060,NA,NA,88,2016,7
Bangladesh,0,0,0,0,0,0,2,2400,0,0,0,2016,7
Belarus,0,0,0,0,2,2388,0,0,2,2400,0,2016,7
Belgium,24.8,37.5,7,5943,0,0,0,0,0,0,1015,2016,7
Brazil,13.9,2.8,2,1901,1,1405,0,0,4,4000,332,2016,7
Bulgaria,14.7,31.3,2,1926,0,0,1,950,0,0,327,2016,7
Canada,95.6,16.6,19,13553,0,0,2,1500,3,3800,1730,2016,7
Chile,0,0,0,0,0,0,0,0,4,4400,0,2016,7
China,161.2,3,33,29577,21,24036,42,48330,136,156000,6072,2016,7
Czech Republic,25.3,32.5,6,3904,0,0,2,2400,1,1200,567,2016,7
Egypt,0,0,0,0,0,0,2,2400,2,2400,0,2016,7
Finland,22.3,33.7,4,2741,1,1700,1,1200,1,1500,1126,2016,7
France,419,76.3,58,63130,1,1750,0,0,1,1750,9211,2016,7
Germany,86.8,14.1,8,10728,0,0,0,0,0,0,1689,2016,7
Hungary,15,52.7,4,1889,0,0,2,2400,0,0,356,2016,7
India,34.6,3.5,21,5302,6,4300,24,23900,36,41600,1077,2016,7
Indonesia,0,0,0,0,0,0,1,30,4,4000,0,2016,7
Iran,3.2,1.3,1,915,0,0,2,2000,7,6300,178,2016,7
Israel,0,0,0,0,0,0,0,0,1,1200,0,2016,7
Italy,0,0,0,0,0,0,0,0,0,0,0,2016,7
Japan,4.3,0.5,43,40480,3,3036,9,12947,3,4145,1728,2016,7
Jordan,0,0,0,0,0,0,2,2000,NA,NA,0,2016,7
Kazakhstan,0,0,0,0,0,0,2,600,2,600,0,2016,7
Korea Dpr (North),0,0,0,0,0,0,0,0,1,950,0,2016,7
Korea Ro (South),157.2,31.7,25,23017,3,4200,8,11600,0,0,4926,2016,7
Lithuania,0,0,0,0,0,0,1,1350,0,0,0,2016,7
Malaysia,0,0,0,0,0,0,0,0,2,2000,0,2016,7
Mexico,11.2,6.8,2,1600,0,0,0,0,2,2000,282,2016,7
Netherlands,3.9,37,1,485,0,0,0,0,1,1000,102,2016,7
Pakistan,4.3,4.4,3,725,3,1841,1,1161,0,0,273,2016,7
Poland,0,0,0,0,0,0,6,6000,0,0,0,2016,7
Romania,10.7,17.3,2,1310,0,0,2,1440,1,655,179,2016,7
