category,unit,type,year,country,value
Solar,Billion Kwh,Generation,2016,China,75.285
Solar,Billion Kwh,Generation,2017,China,0
Solar,Million Kw,Capacity,1980,China,0
Solar,Million Kw,Capacity,1981,China,0
Solar,Million Kw,Capacity,1982,China,0
Solar,Million Kw,Capacity,1983,China,0
Solar,Million Kw,Capacity,1984,China,0
Solar,Million Kw,Capacity,1985,China,0
Solar,Million Kw,Capacity,1986,China,0
Solar,Million Kw,Capacity,1987,China,0
Solar,Million Kw,Capacity,1988,China,0
Solar,Million Kw,Capacity,1989,China,0
Solar,Million Kw,Capacity,1990,China,0
Solar,Million Kw,Capacity,1991,China,0
Solar,Million Kw,Capacity,1992,China,0
Solar,Million Kw,Capacity,1993,China,0
Solar,Million Kw,Capacity,1994,China,0
Solar,Million Kw,Capacity,1995,China,0
Solar,Million Kw,Capacity,1996,China,0
Solar,Million Kw,Capacity,1997,China,0
Solar,Million Kw,Capacity,1998,China,0
Solar,Million Kw,Capacity,1999,China,0
Solar,Million Kw,Capacity,2000,China,0
Solar,Million Kw,Capacity,2001,China,0
Solar,Million Kw,Capacity,2002,China,0
Solar,Million Kw,Capacity,2003,China,0
Solar,Million Kw,Capacity,2004,China,0
Solar,Million Kw,Capacity,2005,China,0.07
Solar,Million Kw,Capacity,2006,China,0.08
Solar,Million Kw,Capacity,2007,China,0.1
Solar,Million Kw,Capacity,2008,China,0.15000000000000002
Solar,Million Kw,Capacity,2009,China,0.3
Solar,Million Kw,Capacity,2010,China,0.893
Solar,Million Kw,Capacity,2011,China,3.093
Solar,Million Kw,Capacity,2012,China,3.4099999999999997
Solar,Million Kw,Capacity,2013,China,15.89
Solar,Million Kw,Capacity,2014,China,26.5
Solar,Million Kw,Capacity,2015,China,43.2
Solar,Million Kw,Capacity,2016,China,77.42
Solar,Million Kw,Capacity,2017,China,0
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,Generation,1980,China,0
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,Generation,1981,China,0
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,Generation,1982,China,0
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,Generation,1983,China,0
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,Generation,1984,China,0
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,Generation,1985,China,0
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,Generation,1986,China,0
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,Generation,1987,China,0
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,Generation,1988,China,0
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,Generation,1989,China,0
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,Generation,1990,China,0.002
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,Generation,1991,China,0.002
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,Generation,1992,China,0.003
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,Generation,1993,China,0.004
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,Generation,1994,China,0.005
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,Generation,1995,China,0.007
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,Generation,1996,China,0.009
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,Generation,1997,China,0.011
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,Generation,1998,China,0.014
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,Generation,1999,China,0.017
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,Generation,2000,China,0.02
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,Generation,2001,China,0.024
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,Generation,2002,China,0.04
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,Generation,2003,China,0.063
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,Generation,2004,China,0.068
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,Generation,2005,China,0.07400000000000001
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,Generation,2006,China,0.084
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,Generation,2007,China,0.10500000000000001
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,Generation,2008,China,0.15200000000000002
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,Generation,2009,China,0.392
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,Generation,2010,China,0.707
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,Generation,2011,China,2.617
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,Generation,2012,China,6.366
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,Generation,2013,China,15.485000000000001
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,Generation,2014,China,29.238
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,Generation,2015,China,44.81699999999999
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,Generation,2016,China,75.296
"Solar, Tide, Wave, Fuel Cell",Billion Kwh,Generation,2017,China,0
"Solar, Tide, Wave, Fuel Cell",Million Kw,Capacity,1980,China,0
"Solar, Tide, Wave, Fuel Cell",Million Kw,Capacity,1981,China,0
"Solar, Tide, Wave, Fuel Cell",Million Kw,Capacity,1982,China,0
"Solar, Tide, Wave, Fuel Cell",Million Kw,Capacity,1983,China,0
"Solar, Tide, Wave, Fuel Cell",Million Kw,Capacity,1984,China,0
"Solar, Tide, Wave, Fuel Cell",Million Kw,Capacity,1985,China,0
"Solar, Tide, Wave, Fuel Cell",Million Kw,Capacity,1986,China,0
"Solar, Tide, Wave, Fuel Cell",Million Kw,Capacity,1987,China,0
"Solar, Tide, Wave, Fuel Cell",Million Kw,Capacity,1988,China,0
"Solar, Tide, Wave, Fuel Cell",Million Kw,Capacity,1989,China,0
"Solar, Tide, Wave, Fuel Cell",Million Kw,Capacity,1990,China,0
"Solar, Tide, Wave, Fuel Cell",Million Kw,Capacity,1991,China,0
"Solar, Tide, Wave, Fuel Cell",Million Kw,Capacity,1992,China,0
"Solar, Tide, Wave, Fuel Cell",Million Kw,Capacity,1993,China,0
"Solar, Tide, Wave, Fuel Cell",Million Kw,Capacity,1994,China,0
"Solar, Tide, Wave, Fuel Cell",Million Kw,Capacity,1995,China,0
"Solar, Tide, Wave, Fuel Cell",Million Kw,Capacity,1996,China,0
"Solar, Tide, Wave, Fuel Cell",Million Kw,Capacity,1997,China,0
"Solar, Tide, Wave, Fuel Cell",Million Kw,Capacity,1998,China,0
"Solar, Tide, Wave, Fuel Cell",Million Kw,Capacity,1999,China,0
"Solar, Tide, Wave, Fuel Cell",Million Kw,Capacity,2000,China,0
"Solar, Tide, Wave, Fuel Cell",Million Kw,Capacity,2001,China,0
"Solar, Tide, Wave, Fuel Cell",Million Kw,Capacity,2002,China,0
"Solar, Tide, Wave, Fuel Cell",Million Kw,Capacity,2003,China,0
"Solar, Tide, Wave, Fuel Cell",Million Kw,Capacity,2004,China,0
"Solar, Tide, Wave, Fuel Cell",Million Kw,Capacity,2005,China,0.07
"Solar, Tide, Wave, Fuel Cell",Million Kw,Capacity,2006,China,0.08
"Solar, Tide, Wave, Fuel Cell",Million Kw,Capacity,2007,China,0.1
"Solar, Tide, Wave, Fuel Cell",Million Kw,Capacity,2008,China,0.15000000000000002
"Solar, Tide, Wave, Fuel Cell",Million Kw,Capacity,2009,China,0.3
"Solar, Tide, Wave, Fuel Cell",Million Kw,Capacity,2010,China,0.897
"Solar, Tide, Wave, Fuel Cell",Million Kw,Capacity,2011,China,3.097
"Solar, Tide, Wave, Fuel Cell",Million Kw,Capacity,2012,China,3.4139999999999997
"Solar, Tide, Wave, Fuel Cell",Million Kw,Capacity,2013,China,15.894
"Solar, Tide, Wave, Fuel Cell",Million Kw,Capacity,2014,China,26.504
"Solar, Tide, Wave, Fuel Cell",Million Kw,Capacity,2015,China,43.204
"Solar, Tide, Wave, Fuel Cell",Million Kw,Capacity,2016,China,77.424
"Solar, Tide, Wave, Fuel Cell",Million Kw,Capacity,2017,China,0
Tide and Wave,Billion Kwh,Generation,1980,China,0
Tide and Wave,Billion Kwh,Generation,1981,China,0
Tide and Wave,Billion Kwh,Generation,1982,China,0
Tide and Wave,Billion Kwh,Generation,1983,China,0
Tide and Wave,Billion Kwh,Generation,1984,China,0
Tide and Wave,Billion Kwh,Generation,1985,China,0
Tide and Wave,Billion Kwh,Generation,1986,China,0
Tide and Wave,Billion Kwh,Generation,1987,China,0
Tide and Wave,Billion Kwh,Generation,1988,China,0
Tide and Wave,Billion Kwh,Generation,1989,China,0
Tide and Wave,Billion Kwh,Generation,1990,China,0
Tide and Wave,Billion Kwh,Generation,1991,China,0
Tide and Wave,Billion Kwh,Generation,1992,China,0
Tide and Wave,Billion Kwh,Generation,1993,China,0
Tide and Wave,Billion Kwh,Generation,1994,China,0
Tide and Wave,Billion Kwh,Generation,1995,China,0
Tide and Wave,Billion Kwh,Generation,1996,China,0
Tide and Wave,Billion Kwh,Generation,1997,China,0
Tide and Wave,Billion Kwh,Generation,1998,China,0
Tide and Wave,Billion Kwh,Generation,1999,China,0
Tide and Wave,Billion Kwh,Generation,2000,China,0
Tide and Wave,Billion Kwh,Generation,2001,China,0
Tide and Wave,Billion Kwh,Generation,2002,China,0
Tide and Wave,Billion Kwh,Generation,2003,China,0
Tide and Wave,Billion Kwh,Generation,2004,China,0
Tide and Wave,Billion Kwh,Generation,2005,China,0
Tide and Wave,Billion Kwh,Generation,2006,China,0
Tide and Wave,Billion Kwh,Generation,2007,China,0
Tide and Wave,Billion Kwh,Generation,2008,China,0
Tide and Wave,Billion Kwh,Generation,2009,China,0
Tide and Wave,Billion Kwh,Generation,2010,China,0.007
Tide and Wave,Billion Kwh,Generation,2011,China,0.007
